chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,LABEL
0.6032216,0.019311842,3195.639613841051,2719.72070009527,6239.000909978693,0.21150346235795456,-379.80505,60.332035,-1.8999885,16.759542,-0.4525507,4.556435,-4.9226604,-2.3610742,-8.205074,-2.2705445,-2.0933387,-1.7212006,-4.135983,-0.9806476,-7.9777203,0.48312294,-1.2384565,1.7209004,-3.931585,0.60713774,FAKE
0.38840753,0.075458564,2955.3310763021805,2071.906442086434,4554.2724609375,0.18677867542613635,-219.64331,62.449406,3.8760035,16.797976,-9.348073,4.846542,-13.167153,-8.834095,-10.913021,-6.4823246,-8.293935,3.225571,-8.672552,-3.674626,-7.527241,-0.8484468,-7.320008,-3.2053711,-5.8025074,-0.00505093,FAKE
0.41925612,0.070759445,1756.7561603960037,2110.1572826529878,3265.4613148082385,0.08172052556818182,-257.45923,126.529854,-2.1529984,-1.928493,-0.062190555,-5.253851,-10.620532,-9.130828,-12.730814,-5.929501,-2.4828014,6.6147294,-10.762443,-5.8299975,-3.9866285,-0.11093729,-10.73113,-8.579241,-5.49128,0.33444846,FAKE
0.3531771,0.07108494,1676.4379694942493,2198.2523068573373,2880.8000044389205,0.062433416193181816,-237.78378,127.08179,12.872295,-6.7648983,-2.886265,2.5712497,-8.57595,-6.8511205,-18.004763,-13.996958,0.7183319,11.6264305,-7.3857255,-7.6472797,-7.2742023,-3.6440742,-7.3397784,-6.7224355,-12.979763,-1.8295897,FAKE
0.44828022,0.030127116,2625.1637248388447,2485.311745571889,5261.442427201705,0.15360884232954544,-354.90247,71.92703,-13.429074,15.232324,4.3459535,0.34034184,-13.021631,-4.3914456,-10.546575,1.4337124,-5.3006434,-3.6667106,-2.3779275,-1.5137786,-4.8678746,4.219393,-2.7749727,0.89578724,-4.8469386,-1.7274913,FAKE
0.447893,0.053949907,2359.467868355005,2410.117492602162,4414.551336115057,0.13573109019886365,-254.38625,93.90752,-11.455545,9.264486,15.777169,-6.2869525,-12.427598,-11.638993,-9.956603,-0.699268,-1.2098563,0.24171872,-4.575633,-8.655933,-8.587778,-3.7006361,-12.462327,-5.61531,-4.9423146,-0.23774904,FAKE
0.437263,0.034963444,2163.470374836644,2327.159728011803,3973.6100630326705,0.11798650568181818,-284.6613,100.55871,-0.60159534,9.746385,13.750075,3.61081,-12.891147,-5.893024,-15.729806,-4.2716174,1.5946423,1.1649722,-9.8854885,-7.01825,-6.8213973,3.295088,-5.6954374,-5.6157513,-9.7989435,0.07039524,FAKE
0.45529,0.045142874,2791.345539984359,2475.6822141707676,5189.991344105114,0.16987748579545456,-248.81952,65.836555,11.439217,32.680393,9.797072,8.900033,-18.331371,-11.396355,-12.09881,-2.630129,-8.551341,-4.0790477,-10.469062,-2.0679252,-7.2068987,1.2899914,-8.447214,-5.2375383,-4.6790247,0.2889228,FAKE
0.47812334,0.04730397,2001.5099407790394,2341.2283381893144,3801.833829012784,0.10575727982954546,-300.07983,116.06565,5.809106,0.8810377,15.903741,3.6677237,-6.0589147,-7.7211733,-11.352774,-3.628498,-7.228172,-2.8667312,-7.0496593,-5.6129384,-10.056198,-2.2700846,-7.534227,-2.0324645,-6.1174283,3.1458426,FAKE
0.40834114,0.07868746,1406.6146565085828,1984.1282298254273,2382.8446821732955,0.06687233664772728,-245.87767,145.36429,7.1260285,-15.270667,-3.0294335,-3.2048461,-2.9913535,-6.2576756,-11.229514,-12.400248,-12.792658,5.936601,-3.9723299,-1.9999677,-10.4169655,-6.7046695,-8.99921,-2.4836462,-12.238324,-0.8013143,FAKE
0.35642114,0.07306121,2719.539849611989,2088.2326457138597,4430.945933948864,0.16896750710227273,-245.73988,69.839264,7.220926,29.229033,-3.8262804,8.729051,-15.530792,-13.062774,-15.173077,-4.762543,-10.142805,-4.4239573,-8.158401,-2.8382862,-5.3576965,-0.51860136,-10.941553,-5.634094,-4.4896493,0.26855275,FAKE
0.48855352,0.0545162,2844.6618715904656,2538.7529501204003,5528.64990234375,0.1855801669034091,-305.77103,69.533844,-11.465851,14.616251,4.246624,-3.808212,-14.123755,-10.917268,-9.138246,4.901091,-6.5390687,-2.9458687,-4.7675247,-2.0708864,-8.517909,0.1251451,-2.510238,-0.73305774,-7.364398,-0.60193825,FAKE
0.38057494,0.11333487,2528.975369154188,2186.89716893353,4509.003795276989,0.150146484375,-177.01337,72.151054,-4.839703,26.910667,1.4393063,-2.299428,-15.414524,-8.085466,-22.096317,-7.354817,-11.748577,-5.7287836,-5.0872703,-4.066246,-12.106011,-3.573109,-10.266224,-4.581846,-8.79956,-3.3244517,FAKE
0.55089575,0.045837756,2495.601360606263,2274.0934136501705,4752.231112393466,0.13899369673295456,-210.87221,67.62224,-61.452187,-16.51114,-1.7398849,-5.9819593,-17.96212,-4.9551044,-10.428994,-5.20957,-11.146969,-5.242491,-5.063219,-1.127838,-5.988719,-0.6095996,-5.7831397,1.2464931,-5.3205338,-0.56825006,FAKE
0.55976737,0.038171798,2640.3368331658276,2397.855644691383,5072.782204367898,0.1488370028409091,-178.22238,66.5951,-60.03136,-25.008318,-3.5775187,-0.77360475,-14.814132,-5.2535777,-5.4812827,-5.374373,-8.743995,-4.031362,-7.30338,-2.6753485,-9.850315,-5.944273,-6.3753996,-2.1122804,-3.8044906,1.7349772,FAKE
0.65561295,0.024939211,2849.6040949545036,2394.4220330270573,5501.015625,0.1751953125,-200.81444,48.252995,-75.9734,-33.92341,-8.397946,-6.33938,-21.525414,-4.8621583,-6.893186,-6.575409,-6.9638042,1.7954544,-5.8277545,-2.2231717,-4.6174664,-2.2425134,-5.106349,0.51086366,-2.846361,1.9193467,FAKE
